ID,Context,FixFreq,BlockFreq
13782,( None|Assignment|EnhancedForStatement|IfStatement|None ),0,1
13783,( MethodInvocation|Assignment|MethodInvocation|SuperConstructorInvocation|None ),0,4
13784,( MethodInvocation|VariableDeclarationStatement|MethodInvocation|WhileStatement|VariableDeclarationStatement ),0,2
13785,( WhileStatement|ForStatement|IfStatement|VariableDeclarationStatement|ReturnStatement ),0,2
13786,( IfStatement|WhileStatement|ReturnStatement|ForStatement|None ),0,2
13787,( None|WhileStatement|IfStatement|ForStatement|ReturnStatement ),0,2
13788,( VariableDeclarationStatement|MethodInvocation|ForStatement|VariableDeclarationStatement|IfStatement ),0,1
13789,( MethodInvocation|IfStatement|MethodInvocation|IfStatement|TryStatement ),0,4
13790,( MethodInvocation|MethodInvocation|TryStatement|IfStatement|ReturnStatement ),0,1
13791,( MethodInvocation|IfStatement|EnhancedForStatement|VariableDeclarationStatement|EnhancedForStatement ),0,1
13792,( EnhancedForStatement|MethodInvocation|EnhancedForStatement|IfStatement|EnhancedForStatement ),0,1
13793,( EnhancedForStatement|EnhancedForStatement|EnhancedForStatement|MethodInvocation|VariableDeclarationStatement ),0,1
13794,( None|EnhancedForStatement|EnhancedForStatement|MethodInvocation|EnhancedForStatement ),0,1
13795,( EnhancedForStatement|EnhancedForStatement|VariableDeclarationStatement|EnhancedForStatement|VariableDeclarationStatement ),0,1
13796,( None|EnhancedForStatement|EnhancedForStatement|EnhancedForStatement|VariableDeclarationStatement ),0,1
13797,( VariableDeclarationStatement|EnhancedForStatement|VariableDeclarationStatement|EnhancedForStatement|IfStatement ),0,1
13798,( IfStatement|ForStatement|VariableDeclarationStatement|VariableDeclarationStatement|ReturnStatement ),0,1
13799,( VariableDeclarationStatement|IfStatement|ReturnStatement|ForStatement|None ),0,1
13800,( None|IfStatement|VariableDeclarationStatement|ForStatement|ReturnStatement ),0,1
13801,( IfStatement|EnhancedForStatement|VariableDeclarationStatement|IfStatement|IfStatement ),0,2
13802,( VariableDeclarationStatement|IfStatement|MethodInvocation|TryStatement|EnhancedForStatement ),0,1
13803,( IfStatement|EnhancedForStatement|IfStatement|MethodInvocation|VariableDeclarationStatement ),0,1
13804,( TryStatement|MethodInvocation|MethodInvocation|VariableDeclarationStatement|VariableDeclarationStatement ),0,3
13805,( MethodInvocation|TryStatement|VariableDeclarationStatement|MethodInvocation|TryStatement ),0,1
13806,( VariableDeclarationStatement|MethodInvocation|TryStatement|TryStatement|TryStatement ),0,1
13807,( TryStatement|VariableDeclarationStatement|TryStatement|MethodInvocation|None ),0,1
13808,( IfStatement|VariableDeclarationStatement|ForStatement|VariableDeclarationStatement|EnhancedForStatement ),0,1
13809,( ForStatement|IfStatement|EnhancedForStatement|VariableDeclarationStatement|MethodInvocation ),0,1
13810,( None|IfStatement|ForStatement|VariableDeclarationStatement|EnhancedForStatement ),0,1
13811,( EnhancedForStatement|ForStatement|MethodInvocation|IfStatement|MethodInvocation ),0,1
13812,( None|ForStatement|EnhancedForStatement|IfStatement|MethodInvocation ),0,1
13813,( MethodInvocation|EnhancedForStatement|MethodInvocation|ForStatement|None ),0,2
13814,( None|EnhancedForStatement|MethodInvocation|ForStatement|MethodInvocation ),0,3
13815,( Assignment|MethodInvocation|IfStatement|VariableDeclarationStatement|IfStatement ),1,2
13816,( VariableDeclarationStatement|Assignment|MethodInvocation|SuperConstructorInvocation|Assignment ),1,1
13817,( Assignment|SuperConstructorInvocation|VariableDeclarationStatement|None|MethodInvocation ),1,2
13818,( None|Assignment|VariableDeclarationStatement|SuperConstructorInvocation|MethodInvocation ),0,2
13819,( VariableDeclarationStatement|MethodInvocation|MethodInvocation|Assignment|None ),3,6
13820,( EnhancedForStatement|None|EnhancedForStatement|None|MethodInvocation ),3,4
13821,( MethodInvocation|EnhancedForStatement|MethodInvocation|EnhancedForStatement|MethodInvocation ),3,7
13822,( EnhancedForStatement|EnhancedForStatement|MethodInvocation|None|MethodInvocation ),2,3
13823,( None|EnhancedForStatement|EnhancedForStatement|None|MethodInvocation ),0,4
13824,( MethodInvocation|MethodInvocation|MethodInvocation|MethodInvocation|WhileStatement ),1,1
13825,( MethodInvocation|None|WhileStatement|None|Assignment ),0,2
13826,( WhileStatement|MethodInvocation|Assignment|None|MethodInvocation ),0,1
13827,( None|MethodInvocation|WhileStatement|None|Assignment ),1,2
13828,( Assignment|WhileStatement|MethodInvocation|MethodInvocation|MethodInvocation ),0,1
13829,( MethodInvocation|Assignment|MethodInvocation|WhileStatement|MethodInvocation ),0,1
13830,( MethodInvocation|MethodInvocation|WhileStatement|MethodInvocation|MethodInvocation ),0,2
13831,( None|MethodInvocation|MethodInvocation|MethodInvocation|WhileStatement ),0,4
13832,( WhileStatement|MethodInvocation|MethodInvocation|MethodInvocation|MethodInvocation ),0,2
13833,( None|MethodInvocation|WhileStatement|MethodInvocation|MethodInvocation ),0,3
13834,( MethodInvocation|WhileStatement|MethodInvocation|MethodInvocation|None ),0,2
13835,( Assignment|ForStatement|IfStatement|VariableDeclarationStatement|IfStatement ),1,2
13836,( MethodInvocation|PostfixExpression|Assignment|None|MethodInvocation ),0,1
13837,( Assignment|MethodInvocation|MethodInvocation|PostfixExpression|VariableDeclarationStatement ),0,1
13838,( MethodInvocation|Assignment|VariableDeclarationStatement|MethodInvocation|ForStatement ),0,1
13839,( IfStatement|Assignment|IfStatement|ForStatement|MethodInvocation ),0,1
13840,( IfStatement|IfStatement|IfStatement|MethodInvocation|SynchronizedStatement ),0,7
13841,( IfStatement|IfStatement|SynchronizedStatement|IfStatement|MethodInvocation ),0,4
13842,( SynchronizedStatement|IfStatement|MethodInvocation|IfStatement|None ),0,4
13843,( None|IfStatement|SynchronizedStatement|IfStatement|MethodInvocation ),0,4
13844,( MethodInvocation|SynchronizedStatement|None|IfStatement|None ),0,5
13845,( None|SynchronizedStatement|MethodInvocation|IfStatement|None ),0,5
13846,( WhileStatement|IfStatement|MethodInvocation|MethodInvocation|MethodInvocation ),1,3
13847,( MethodInvocation|WhileStatement|MethodInvocation|IfStatement|None ),1,2
13848,( None|MethodInvocation|Assignment|SuperMethodInvocation|ForStatement ),1,2
13849,( MethodInvocation|MethodInvocation|IfStatement|None|WhileStatement ),0,3
13850,( IfStatement|MethodInvocation|WhileStatement|MethodInvocation|MethodInvocation ),1,3
13851,( None|IfStatement|WhileStatement|MethodInvocation|MethodInvocation ),0,3
13852,( MethodInvocation|SuperMethodInvocation|Assignment|None|ForStatement ),3,2
13853,( Assignment|MethodInvocation|ForStatement|SuperMethodInvocation|None ),0,2
13854,( IfStatement|VariableDeclarationStatement|ContinueStatement|None|None ),1,1
13855,( VariableDeclarationStatement|None|IfStatement|None|ContinueStatement ),0,1
13856,( None|VariableDeclarationStatement|IfStatement|None|ContinueStatement ),0,1
13857,( IfStatement|IfStatement|EnhancedForStatement|None|ReturnStatement ),1,2
13858,( EnhancedForStatement|Assignment|Assignment|VariableDeclarationStatement|MethodInvocation ),0,1
13859,( Assignment|EnhancedForStatement|MethodInvocation|Assignment|None ),0,1
13860,( None|EnhancedForStatement|Assignment|Assignment|MethodInvocation ),0,1
13861,( Assignment|VariableDeclarationStatement|EnhancedForStatement|IfStatement|VariableDeclarationStatement ),0,1
13862,( EnhancedForStatement|Assignment|VariableDeclarationStatement|VariableDeclarationStatement|MethodInvocation ),0,1
13863,( VariableDeclarationStatement|EnhancedForStatement|MethodInvocation|Assignment|None ),0,1
13864,( None|EnhancedForStatement|VariableDeclarationStatement|Assignment|MethodInvocation ),0,1
13865,( None|VariableDeclarationStatement|Assignment|WhileStatement|None ),2,1
13866,( Assignment|VariableDeclarationStatement|None|WhileStatement|None ),1,1
13867,( VariableDeclarationStatement|WhileStatement|Assignment|VariableDeclarationStatement|None ),0,1
13868,( MethodInvocation|MethodInvocation|MethodInvocation|VariableDeclarationStatement|TryStatement ),1,7
13869,( MethodInvocation|MethodInvocation|TryStatement|MethodInvocation|TryStatement ),1,4
13870,( TryStatement|MethodInvocation|TryStatement|MethodInvocation|IfStatement ),1,3
13871,( None|MethodInvocation|TryStatement|MethodInvocation|TryStatement ),0,7
13872,( TryStatement|TryStatement|IfStatement|MethodInvocation|MethodInvocation ),1,3
13873,( None|TryStatement|TryStatement|MethodInvocation|IfStatement ),0,3
13874,( IfStatement|TryStatement|MethodInvocation|TryStatement|None ),1,3
13875,( None|TryStatement|IfStatement|TryStatement|MethodInvocation ),0,4
13876,( IfStatement|IfStatement|EnhancedForStatement|VariableDeclarationStatement|None ),2,4
13877,( IfStatement|VariableDeclarationStatement|IfStatement|None|EnhancedForStatement ),2,4
13878,( VariableDeclarationStatement|VariableDeclarationStatement|IfStatement|WhileStatement|Assignment ),0,2
13879,( VariableDeclarationStatement|ForStatement|EnhancedForStatement|VariableDeclarationStatement|VariableDeclarationStatement ),1,3
13880,( EnhancedForStatement|VariableDeclarationStatement|VariableDeclarationStatement|ForStatement|EnhancedForStatement ),1,3
13881,( None|VariableDeclarationStatement|EnhancedForStatement|ForStatement|VariableDeclarationStatement ),0,3
13882,( VariableDeclarationStatement|VariableDeclarationStatement|TryStatement|MethodInvocation|Assignment ),1,1
13883,( TryStatement|VariableDeclarationStatement|Assignment|VariableDeclarationStatement|MethodInvocation ),1,1
13884,( MethodInvocation|MethodInvocation|TryStatement|MethodInvocation|IfStatement ),0,2
13885,( IfStatement|VariableDeclarationStatement|IfStatement|TryStatement|IfStatement ),1,4
13886,( IfStatement|VariableDeclarationStatement|IfStatement|IfStatement|TryStatement ),0,8
13887,( IfStatement|IfStatement|VariableDeclarationStatement|TryStatement|TryStatement ),0,3
13888,( Assignment|Assignment|IfStatement|SuperConstructorInvocation|IfStatement ),1,2
13889,( TryStatement|VariableDeclarationStatement|IfStatement|None|ReturnStatement ),4,4
13890,( VariableDeclarationStatement|IfStatement|EnhancedForStatement|IfStatement|MethodInvocation ),0,7
13891,( EnhancedForStatement|VariableDeclarationStatement|MethodInvocation|IfStatement|IfStatement ),0,1
13892,( IfStatement|MethodInvocation|MethodInvocation|EnhancedForStatement|ReturnStatement ),0,1
13893,( MethodInvocation|VariableDeclarationStatement|MethodInvocation|SuperConstructorInvocation|MethodInvocation ),1,1
13894,( VariableDeclarationStatement|MethodInvocation|MethodInvocation|SuperConstructorInvocation|MethodInvocation ),1,1
13895,( MethodInvocation|SuperConstructorInvocation|VariableDeclarationStatement|None|MethodInvocation ),0,1
13896,( None|MethodInvocation|VariableDeclarationStatement|SuperConstructorInvocation|MethodInvocation ),0,1
13897,( VariableDeclarationStatement|IfStatement|VariableDeclarationStatement|TryStatement|TryStatement ),0,1
13898,( MethodInvocation|MethodInvocation|TryStatement|VariableDeclarationStatement|IfStatement ),1,1
13899,( EnhancedForStatement|MethodInvocation|MethodInvocation|VariableDeclarationStatement|EnhancedForStatement ),1,1
13900,( MethodInvocation|EnhancedForStatement|EnhancedForStatement|MethodInvocation|None ),0,3
13901,( MethodInvocation|VariableDeclarationStatement|WhileStatement|IfStatement|MethodInvocation ),1,1
13902,( VariableDeclarationStatement|IfStatement|MethodInvocation|None|WhileStatement ),3,2
13903,( MethodInvocation|IfStatement|MethodInvocation|EnhancedForStatement|Assignment ),0,2
13904,( Assignment|VariableDeclarationStatement|WhileStatement|SuperConstructorInvocation|None ),2,2
13905,( VariableDeclarationStatement|SuperConstructorInvocation|Assignment|None|WhileStatement ),0,2
13906,( None|VariableDeclarationStatement|Assignment|SuperConstructorInvocation|WhileStatement ),0,2
13907,( WhileStatement|VariableDeclarationStatement|ThrowStatement|None|None ),1,1
13908,( VariableDeclarationStatement|None|WhileStatement|None|ThrowStatement ),1,1
13909,( None|VariableDeclarationStatement|WhileStatement|None|ThrowStatement ),0,1
13910,( MethodInvocation|MethodInvocation|ForStatement|None|MethodInvocation ),0,1
13911,( IfStatement|MethodInvocation|VariableDeclarationStatement|IfStatement|ReturnStatement ),0,1
13912,( IfStatement|WhileStatement|TryStatement|VariableDeclarationStatement|VariableDeclarationStatement ),0,1
13913,( TryStatement|IfStatement|VariableDeclarationStatement|WhileStatement|IfStatement ),0,1
13914,( None|IfStatement|TryStatement|WhileStatement|VariableDeclarationStatement ),0,1
13915,( VariableDeclarationStatement|TryStatement|IfStatement|IfStatement|MethodInvocation ),0,1
13916,( IfStatement|VariableDeclarationStatement|MethodInvocation|TryStatement|MethodInvocation ),0,2
13917,( IfStatement|IfStatement|MethodInvocation|VariableDeclarationStatement|TryStatement ),0,2
13918,( IfStatement|MethodInvocation|EnhancedForStatement|IfStatement|IfStatement ),0,4
13919,( VariableDeclarationStatement|Assignment|VariableDeclarationStatement|PostfixExpression|Assignment ),1,3
13920,( IfStatement|VariableDeclarationStatement|PostfixExpression|None|Assignment ),0,4
13921,( PostfixExpression|IfStatement|Assignment|VariableDeclarationStatement|VariableDeclarationStatement ),0,3
13922,( None|IfStatement|PostfixExpression|VariableDeclarationStatement|Assignment ),0,4
13923,( Assignment|PostfixExpression|VariableDeclarationStatement|IfStatement|VariableDeclarationStatement ),0,3
13924,( None|PostfixExpression|Assignment|IfStatement|VariableDeclarationStatement ),0,3
13925,( EnhancedForStatement|VariableDeclarationStatement|MethodInvocation|MethodInvocation|EnhancedForStatement ),0,4
13926,( MethodInvocation|EnhancedForStatement|EnhancedForStatement|VariableDeclarationStatement|VariableDeclarationStatement ),0,3
13927,( EnhancedForStatement|MethodInvocation|VariableDeclarationStatement|EnhancedForStatement|IfStatement ),0,1
13928,( None|MethodInvocation|EnhancedForStatement|EnhancedForStatement|VariableDeclarationStatement ),0,3
13929,( EnhancedForStatement|MethodInvocation|VariableDeclarationStatement|EnhancedForStatement|MethodInvocation ),0,1
13930,( VariableDeclarationStatement|TryStatement|IfStatement|MethodInvocation|ReturnStatement ),1,7
13931,( TryStatement|MethodInvocation|VariableDeclarationStatement|VariableDeclarationStatement|IfStatement ),0,3
13932,( VariableDeclarationStatement|Assignment|MethodInvocation|SuperConstructorInvocation|MethodInvocation ),1,1
13933,( IfStatement|VariableDeclarationStatement|MethodInvocation|None|ForStatement ),1,2
13934,( MethodInvocation|Assignment|TryStatement|None|None ),2,5
13935,( MethodInvocation|None|TryStatement|None|Assignment ),2,2
13936,( TryStatement|MethodInvocation|Assignment|None|None ),0,2
13937,( None|MethodInvocation|TryStatement|None|Assignment ),0,2
13938,( MethodInvocation|MethodInvocation|IfStatement|VariableDeclarationStatement|SuperMethodInvocation ),0,1
13939,( EnhancedForStatement|EnhancedForStatement|EnhancedForStatement|VariableDeclarationStatement|None ),2,2
13940,( VariableDeclarationStatement|EnhancedForStatement|VariableDeclarationStatement|MethodInvocation|IfStatement ),1,3
13941,( EnhancedForStatement|MethodInvocation|VariableDeclarationStatement|EnhancedForStatement|VariableDeclarationStatement ),0,1
13942,( Assignment|MethodInvocation|VariableDeclarationStatement|IfStatement|MethodInvocation ),1,2
13943,( IfStatement|VariableDeclarationStatement|VariableDeclarationStatement|EnhancedForStatement|MethodInvocation ),0,2
13944,( IfStatement|Assignment|MethodInvocation|IfStatement|VariableDeclarationStatement ),0,1
13945,( MethodInvocation|None|EnhancedForStatement|None|EnhancedForStatement ),1,2
13946,( EnhancedForStatement|MethodInvocation|EnhancedForStatement|None|None ),1,2
13947,( None|MethodInvocation|EnhancedForStatement|None|EnhancedForStatement ),1,2
13948,( IfStatement|MethodInvocation|MethodInvocation|IfStatement|EnhancedForStatement ),0,1
13949,( MethodInvocation|IfStatement|EnhancedForStatement|MethodInvocation|None ),0,2
13950,( MethodInvocation|None|Assignment|None|TryStatement ),1,2
